category,canonical,string_to_replace,alias,ipa,priority
Weitere Begriffe,ibn taymiyyah al-ḥarrānī,ibn taymiyyah al-ḥarrānī,Ibn Taymiyyah al-Harraanii,/ibn tajmijjah al.ħarraːniː/,extended
Weitere Begriffe,ibn taymiyyah al-harrani,ibn taymiyyah al-harrani,Ibn Taymiyyah al-Harraanii,/ibn tajmijjah al.ħarraːniː/,extended
"Tābiʿīn, Salaf & Gelehrte",Muḥammad ibn ʿAbd al-Wahhāb,Muḥammad ibn ʿAbd al-Wahhāb,Muhammad ibn Abd al-Wahhaab,/muħammad ibn ʕabd al.wahhaːb/,extended
Weitere Begriffe,Muhammad ibn 'Abd al-Wahhab,Muhammad ibn 'Abd al-Wahhab,Muhammad ibn Abd al-Wahhaab,/muħammad ibn ʕabd al.wahhaːb/,extended
Weitere Begriffe,Muhammad ibn Abd al-Wahhab,Muhammad ibn Abd al-Wahhab,Muhammad ibn Abd al-Wahhaab,/muħammad ibn ʕabd al.wahhaːb/,extended
Weitere Begriffe,muḥammad ibn ʿabd al-wahhāb,muḥammad ibn ʿabd al-wahhāb,Muhammad ibn Abd al-Wahhaab,/muħammad ibn ʕabd al.wahhaːb/,extended
Weitere Begriffe,muhammad ibn 'abd al-wahhab,muhammad ibn 'abd al-wahhab,Muhammad ibn Abd al-Wahhaab,/muħammad ibn ʕabd al.wahhaːb/,extended
Weitere Begriffe,muhammad ibn abd al-wahhab,muhammad ibn abd al-wahhab,Muhammad ibn Abd al-Wahhaab,/muħammad ibn ʕabd al.wahhaːb/,extended
"Tābiʿīn, Salaf & Gelehrte",ʿAbd ar-Raḥmān ibn Ḥasan,ʿAbd ar-Raḥmān ibn Ḥasan,-Abd ar-Rahmaan ibn Hasan,/ʕabd ar.raħmaːn ibn ħasan/,extended
Weitere Begriffe,'Abd ar-Rahman ibn Hasan,'Abd ar-Rahman ibn Hasan,-Abd ar-Rahmaan ibn Hasan,/ʕabd ar.raħmaːn ibn ħasan/,extended
Weitere Begriffe,Abd ar-Rahman ibn Hasan,Abd ar-Rahman ibn Hasan,-Abd ar-Rahmaan ibn Hasan,/ʕabd ar.raħmaːn ibn ħasan/,extended
Weitere Begriffe,ʿabd ar-raḥmān ibn ḥasan,ʿabd ar-raḥmān ibn ḥasan,-Abd ar-Rahmaan ibn Hasan,/ʕabd ar.raħmaːn ibn ħasan/,extended
Weitere Begriffe,'abd ar-rahman ibn hasan,'abd ar-rahman ibn hasan,-Abd ar-Rahmaan ibn Hasan,/ʕabd ar.raħmaːn ibn ħasan/,extended
Weitere Begriffe,abd ar-rahman ibn hasan,abd ar-rahman ibn hasan,-Abd ar-Rahmaan ibn Hasan,/ʕabd ar.raħmaːn ibn ħasan/,extended
"Tābiʿīn, Salaf & Gelehrte",Sulaymān ibn ʿAbdillāh Āl aš-Šaykh,Sulaymān ibn ʿAbdillāh Āl aš-Šaykh,Sulaymaan ibn Abdillaah Aal asch-Schaykh,/sulajmaːn ibn ʕabdillaːh aːl aʃ.ʃajx/,extended
Weitere Begriffe,Sulayman ibn 'Abdillah Al ash-Shaykh,Sulayman ibn 'Abdillah Al ash-Shaykh,Sulaymaan ibn Abdillaah Aal asch-Schaykh,/sulajmaːn ibn ʕabdillaːh aːl aʃ.ʃajx/,extended
Weitere Begriffe,Sulayman ibn Abdillah Al ash-Shaykh,Sulayman ibn Abdillah Al ash-Shaykh,Sulaymaan ibn Abdillaah Aal asch-Schaykh,/sulajmaːn ibn ʕabdillaːh aːl aʃ.ʃajx/,extended
Weitere Begriffe,sulaymān ibn ʿabdillāh āl aš-šaykh,sulaymān ibn ʿabdillāh āl aš-šaykh,Sulaymaan ibn Abdillaah Aal asch-Schaykh,/sulajmaːn ibn ʕabdillaːh aːl aʃ.ʃajx/,extended
Weitere Begriffe,sulayman ibn 'abdillah al ash-shaykh,sulayman ibn 'abdillah al ash-shaykh,Sulaymaan ibn Abdillaah Aal asch-Schaykh,/sulajmaːn ibn ʕabdillaːh aːl aʃ.ʃajx/,extended
Weitere Begriffe,sulayman ibn abdillah al ash-shaykh,sulayman ibn abdillah al ash-shaykh,Sulaymaan ibn Abdillaah Aal asch-Schaykh,/sulajmaːn ibn ʕabdillaːh aːl aʃ.ʃajx/,extended
"Tābiʿīn, Salaf & Gelehrte",Ḥamad ibn ʿAtīq,Ḥamad ibn ʿAtīq,Hamad ibn Atiiq,/ħamad ibn ʕatiːq/,extended
Weitere Begriffe,Hamad ibn 'Atiq,Hamad ibn 'Atiq,Hamad ibn Atiiq,/ħamad ibn ʕatiːq/,extended
Weitere Begriffe,Hamad ibn Atiq,Hamad ibn Atiq,Hamad ibn Atiiq,/ħamad ibn ʕatiːq/,extended
Weitere Begriffe,ḥamad ibn ʿatīq,ḥamad ibn ʿatīq,Hamad ibn Atiiq,/ħamad ibn ʕatiːq/,extended
Weitere Begriffe,hamad ibn 'atiq,hamad ibn 'atiq,Hamad ibn Atiiq,/ħamad ibn ʕatiːq/,extended
Weitere Begriffe,hamad ibn atiq,hamad ibn atiq,Hamad ibn Atiiq,/ħamad ibn ʕatiːq/,extended
"Tābiʿīn, Salaf & Gelehrte",ʿAbd al-Laṭīf ibn ʿAbd ar-Raḥmān,ʿAbd al-Laṭīf ibn ʿAbd ar-Raḥmān,-Abd al-Latiif ibn Abd ar-Rahmaan,/ʕabd al.latˤiːf ibn ʕabd ar.raħmaːn/,extended
Weitere Begriffe,'Abd al-Latif ibn 'Abd ar-Rahman,'Abd al-Latif ibn 'Abd ar-Rahman,-Abd al-Latiif ibn Abd ar-Rahmaan,/ʕabd al.latˤiːf ibn ʕabd ar.raħmaːn/,extended
Weitere Begriffe,Abd al-Latif ibn Abd ar-Rahman,Abd al-Latif ibn Abd ar-Rahman,-Abd al-Latiif ibn Abd ar-Rahmaan,/ʕabd al.latˤiːf ibn ʕabd ar.raħmaːn/,extended
Weitere Begriffe,ʿabd al-laṭīf ibn ʿabd ar-raḥmān,ʿabd al-laṭīf ibn ʿabd ar-raḥmān,-Abd al-Latiif ibn Abd ar-Rahmaan,/ʕabd al.latˤiːf ibn ʕabd ar.raħmaːn/,extended
Weitere Begriffe,'abd al-latif ibn 'abd ar-rahman,'abd al-latif ibn 'abd ar-rahman,-Abd al-Latiif ibn Abd ar-Rahmaan,/ʕabd al.latˤiːf ibn ʕabd ar.raħmaːn/,extended
Weitere Begriffe,abd al-latif ibn abd ar-rahman,abd al-latif ibn abd ar-rahman,-Abd al-Latiif ibn Abd ar-Rahmaan,/ʕabd al.latˤiːf ibn ʕabd ar.raħmaːn/,extended
Fiqh & ʿIbādāt,Fiqh,Fiqh,Fiqh,/fiqh/,extended
Weitere Begriffe,fiqh,fiqh,Fiqh,/fiqh/,extended
Fiqh & ʿIbādāt,Uṣūl al-Fiqh,Uṣūl al-Fiqh,Usuul al-Fiqh,/usˤuːl al.fiqh/,extended
Weitere Begriffe,Usul al-Fiqh,Usul al-Fiqh,Usuul al-Fiqh,/usˤuːl al.fiqh/,extended
Weitere Begriffe,uṣūl al-fiqh,uṣūl al-fiqh,Usuul al-Fiqh,/usˤuːl al.fiqh/,extended
Weitere Begriffe,usul al-fiqh,usul al-fiqh,Usuul al-Fiqh,/usˤuːl al.fiqh/,extended
Fiqh & ʿIbādāt,ʿIbādah,ʿIbādah,-Ibaadah,/ʕibaːdah/,extended
Weitere Begriffe,'Ibadah,'Ibadah,-Ibaadah,/ʕibaːdah/,extended
Weitere Begriffe,Ibadah,Ibadah,-Ibaadah,/ʕibaːdah/,extended
Weitere Begriffe,ʿibādah,ʿibādah,-Ibaadah,/ʕibaːdah/,extended
Weitere Begriffe,'ibadah,'ibadah,-Ibaadah,/ʕibaːdah/,extended
Weitere Begriffe,ibadah,ibadah,-Ibaadah,/ʕibaːdah/,extended
Fiqh & ʿIbādāt,ʿIbādāt,ʿIbādāt,-Ibaadaat,/ʕibaːdaːt/,extended
Weitere Begriffe,'Ibadat,'Ibadat,-Ibaadaat,/ʕibaːdaːt/,extended
Weitere Begriffe,Ibadat,Ibadat,-Ibaadaat,/ʕibaːdaːt/,extended
Weitere Begriffe,ʿibādāt,ʿibādāt,-Ibaadaat,/ʕibaːdaːt/,extended
Weitere Begriffe,'ibadat,'ibadat,-Ibaadaat,/ʕibaːdaːt/,extended
Weitere Begriffe,ibadat,ibadat,-Ibaadaat,/ʕibaːdaːt/,extended
Fiqh & ʿIbādāt,Ṭahārah,Ṭahārah,Tahaarah,/tˤahaːrah/,extended
Weitere Begriffe,Taharah,Taharah,Tahaarah,/tˤahaːrah/,extended
Weitere Begriffe,ṭahārah,ṭahārah,Tahaarah,/tˤahaːrah/,extended
Weitere Begriffe,taharah,taharah,Tahaarah,/tˤahaːrah/,extended
Fiqh & ʿIbādāt,Wuḍūʾ,Wuḍūʾ,Wuduu,/wudˤuːʔ/,extended
Weitere Begriffe,Wudu',Wudu',Wuduu,/wudˤuːʔ/,extended
Weitere Begriffe,Wudu,Wudu,Wuduu,/wudˤuːʔ/,extended
Weitere Begriffe,wuḍūʾ,wuḍūʾ,Wuduu,/wudˤuːʔ/,extended
Weitere Begriffe,wudu',wudu',Wuduu,/wudˤuːʔ/,extended
Weitere Begriffe,wudu,wudu,Wuduu,/wudˤuːʔ/,extended
Fiqh & ʿIbādāt,Ġusl,Ġusl,Ghusl,/ɣusl/,extended
Weitere Begriffe,Ghusl,Ghusl,Ghusl,/ɣusl/,extended
Weitere Begriffe,ġusl,ġusl,Ghusl,/ɣusl/,extended
Weitere Begriffe,ghusl,ghusl,Ghusl,/ɣusl/,extended
Fiqh & ʿIbādāt,Tayammum,Tayammum,Tayammum,/tajammum/,extended
Weitere Begriffe,tayammum,tayammum,Tayammum,/tajammum/,extended
Fiqh & ʿIbādāt,Naǧāsah,Naǧāsah,Nadschaasah,/nad͡ʒaːsah/,extended
Weitere Begriffe,Najasah,Najasah,Nadschaasah,/nad͡ʒaːsah/,extended
Weitere Begriffe,naǧāsah,naǧāsah,Nadschaasah,/nad͡ʒaːsah/,extended
Weitere Begriffe,najasah,najasah,Nadschaasah,/nad͡ʒaːsah/,extended
Fiqh & ʿIbādāt,Ḥadaṯ,Ḥadaṯ,Hadath,/ħadaθ/,extended
Weitere Begriffe,Hadath,Hadath,Hadath,/ħadaθ/,extended
Weitere Begriffe,ḥadaṯ,ḥadaṯ,Hadath,/ħadaθ/,extended
Weitere Begriffe,hadath,hadath,Hadath,/ħadaθ/,extended
Fiqh & ʿIbādāt,Ǧanābah,Ǧanābah,Dschanaabah,/d͡ʒanaːbah/,extended
Weitere Begriffe,Janabah,Janabah,Dschanaabah,/d͡ʒanaːbah/,extended
Weitere Begriffe,ǧanābah,ǧanābah,Dschanaabah,/d͡ʒanaːbah/,extended
Weitere Begriffe,janabah,janabah,Dschanaabah,/d͡ʒanaːbah/,extended
Fiqh & ʿIbādāt,Ḥayḍ,Ḥayḍ,Hayd,/ħajdˤ/,extended
Weitere Begriffe,Hayd,Hayd,Hayd,/ħajdˤ/,extended
Weitere Begriffe,ḥayḍ,ḥayḍ,Hayd,/ħajdˤ/,extended
Weitere Begriffe,hayd,hayd,Hayd,/ħajdˤ/,extended
Fiqh & ʿIbādāt,Nifās,Nifās,Nifaas,/nifaːs/,extended
Weitere Begriffe,Nifas,Nifas,Nifaas,/nifaːs/,extended
Weitere Begriffe,nifās,nifās,Nifaas,/nifaːs/,extended
Weitere Begriffe,nifas,nifas,Nifaas,/nifaːs/,extended
Fiqh & ʿIbādāt,Istinǧāʾ,Istinǧāʾ,Istindschaa-,/istind͡ʒaːʔ/,extended
Weitere Begriffe,Istinja',Istinja',Istindschaa-,/istind͡ʒaːʔ/,extended
Weitere Begriffe,Istinja,Istinja,Istindschaa-,/istind͡ʒaːʔ/,extended
Weitere Begriffe,istinǧāʾ,istinǧāʾ,Istindschaa-,/istind͡ʒaːʔ/,extended
Weitere Begriffe,istinja',istinja',Istindschaa-,/istind͡ʒaːʔ/,extended
Weitere Begriffe,istinja,istinja,Istindschaa-,/istind͡ʒaːʔ/,extended
Fiqh & ʿIbādāt,Siwāk,Siwāk,Siwaak,/siwaːk/,extended
Weitere Begriffe,Siwak,Siwak,Siwaak,/siwaːk/,extended
Weitere Begriffe,siwāk,siwāk,Siwaak,/siwaːk/,extended
Weitere Begriffe,siwak,siwak,Siwaak,/siwaːk/,extended
Fiqh & ʿIbādāt,Ṣalāh,Ṣalāh,Salaah,/sˤalaːh/,extended
Weitere Begriffe,Salah,Salah,Salaah,/sˤalaːh/,extended
Weitere Begriffe,ṣalāh,ṣalāh,Salaah,/sˤalaːh/,extended
Weitere Begriffe,salah,salah,Salaah,/sˤalaːh/,extended
Fiqh & ʿIbādāt,Ṣalāt,Ṣalāt,Salaat,/sˤalaːt/,extended
Weitere Begriffe,Salat,Salat,Salaat,/sˤalaːt/,extended
Weitere Begriffe,ṣalāt,ṣalāt,Salaat,/sˤalaːt/,extended
Weitere Begriffe,salat,salat,Salaat,/sˤalaːt/,extended
Fiqh & ʿIbādāt,Fajr,Fajr,Fajr,/fajr/,extended
Weitere Begriffe,fajr,fajr,Fajr,/fajr/,extended
Fiqh & ʿIbādāt,Ẓuhr,Ẓuhr,Zuhr,/ðˤuhr/,extended
Weitere Begriffe,Zuhr,Zuhr,Zuhr,/ðˤuhr/,extended
Weitere Begriffe,ẓuhr,ẓuhr,Zuhr,/ðˤuhr/,extended
Weitere Begriffe,zuhr,zuhr,Zuhr,/ðˤuhr/,extended
Fiqh & ʿIbādāt,ʿAṣr,ʿAṣr,-Asr,/ʕasˤr/,extended
Weitere Begriffe,'Asr,'Asr,-Asr,/ʕasˤr/,extended
Weitere Begriffe,Asr,Asr,-Asr,/ʕasˤr/,extended
Weitere Begriffe,ʿaṣr,ʿaṣr,-Asr,/ʕasˤr/,extended
Weitere Begriffe,'asr,'asr,-Asr,/ʕasˤr/,extended
Weitere Begriffe,asr,asr,-Asr,/ʕasˤr/,extended
Fiqh & ʿIbādāt,Maġrib,Maġrib,Maghrib,/maɣrib/,extended
Weitere Begriffe,Maghrib,Maghrib,Maghrib,/maɣrib/,extended
Weitere Begriffe,maġrib,maġrib,Maghrib,/maɣrib/,extended
Weitere Begriffe,maghrib,maghrib,Maghrib,/maɣrib/,extended
Fiqh & ʿIbādāt,ʿIšāʾ,ʿIšāʾ,-Ischaa-,/ʕiʃaːʔ/,extended
Weitere Begriffe,'Isha','Isha',-Ischaa-,/ʕiʃaːʔ/,extended
Weitere Begriffe,Isha,Isha,-Ischaa-,/ʕiʃaːʔ/,extended
Weitere Begriffe,ʿišāʾ,ʿišāʾ,-Ischaa-,/ʕiʃaːʔ/,extended
Weitere Begriffe,'isha','isha',-Ischaa-,/ʕiʃaːʔ/,extended
Weitere Begriffe,isha,isha,-Ischaa-,/ʕiʃaːʔ/,extended
Fiqh & ʿIbādāt,Qiyām al-layl,Qiyām al-layl,Qiyaam al-layl,/qijaːm al.lajl/,extended
Weitere Begriffe,Qiyam al-layl,Qiyam al-layl,Qiyaam al-layl,/qijaːm al.lajl/,extended
Weitere Begriffe,qiyām al-layl,qiyām al-layl,Qiyaam al-layl,/qijaːm al.lajl/,extended
Weitere Begriffe,qiyam al-layl,qiyam al-layl,Qiyaam al-layl,/qijaːm al.lajl/,extended
Fiqh & ʿIbādāt,Tahajjud,Tahajjud,Tahajjud,/tahajjud/,extended
Weitere Begriffe,tahajjud,tahajjud,Tahajjud,/tahajjud/,extended
Fiqh & ʿIbādāt,Witr,Witr,Witr,/witr/,extended
Weitere Begriffe,witr,witr,Witr,/witr/,extended
Fiqh & ʿIbādāt,Tarāwīḥ,Tarāwīḥ,Taraawiih,/taraːwiːħ/,extended
Weitere Begriffe,Tarawih,Tarawih,Taraawiih,/taraːwiːħ/,extended
Weitere Begriffe,tarāwīḥ,tarāwīḥ,Taraawiih,/taraːwiːħ/,extended
Weitere Begriffe,tarawih,tarawih,Taraawiih,/taraːwiːħ/,extended
Fiqh & ʿIbādāt,Ḍuḥā,Ḍuḥā,Duhaa,/dˤuħaː/,extended
Weitere Begriffe,Duha,Duha,Duhaa,/dˤuħaː/,extended
Weitere Begriffe,ḍuḥā,ḍuḥā,Duhaa,/dˤuħaː/,extended
Weitere Begriffe,duha,duha,Duhaa,/dˤuħaː/,extended
Fiqh & ʿIbādāt,Istikhārah,Istikhārah,Istikhaarah,/istixaːrah/,extended
Weitere Begriffe,Istikharah,Istikharah,Istikhaarah,/istixaːrah/,extended
Weitere Begriffe,istikhārah,istikhārah,Istikhaarah,/istixaːrah/,extended
Weitere Begriffe,istikharah,istikharah,Istikhaarah,/istixaːrah/,extended
Fiqh & ʿIbādāt,Istisqāʾ,Istisqāʾ,Istisqaa-,/istisqaːʔ/,extended
Weitere Begriffe,Istisqa',Istisqa',Istisqaa-,/istisqaːʔ/,extended
Weitere Begriffe,Istisqa,Istisqa,Istisqaa-,/istisqaːʔ/,extended
Weitere Begriffe,istisqāʾ,istisqāʾ,Istisqaa-,/istisqaːʔ/,extended
Weitere Begriffe,istisqa',istisqa',Istisqaa-,/istisqaːʔ/,extended
Weitere Begriffe,istisqa,istisqa,Istisqaa-,/istisqaːʔ/,extended
Fiqh & ʿIbādāt,Kusūf,Kusūf,Kusuuf,/kusuːf/,extended
Weitere Begriffe,Kusuf,Kusuf,Kusuuf,/kusuːf/,extended
Weitere Begriffe,kusūf,kusūf,Kusuuf,/kusuːf/,extended
Weitere Begriffe,kusuf,kusuf,Kusuuf,/kusuːf/,extended
Fiqh & ʿIbādāt,Khushūʿ,Khushūʿ,Khushuu-,/xuʃuːʕ/,extended
Weitere Begriffe,Khushu',Khushu',Khushuu-,/xuʃuːʕ/,extended
Weitere Begriffe,Khushu,Khushu,Khushuu-,/xuʃuːʕ/,extended
Weitere Begriffe,khushūʿ,khushūʿ,Khushuu-,/xuʃuːʕ/,extended
Weitere Begriffe,khushu',khushu',Khushuu-,/xuʃuːʕ/,extended
Weitere Begriffe,khushu,khushu,Khushuu-,/xuʃuːʕ/,extended
Fiqh & ʿIbādāt,Takbīr,Takbīr,Takbiir,/takbiːr/,extended
Weitere Begriffe,Takbir,Takbir,Takbiir,/takbiːr/,extended
Weitere Begriffe,takbīr,takbīr,Takbiir,/takbiːr/,extended
Weitere Begriffe,takbir,takbir,Takbiir,/takbiːr/,extended
Fiqh & ʿIbādāt,Takbīrat al-iḥrām,Takbīrat al-iḥrām,Takbiirat al-ihraam,/takbiːrat al.iħraːm/,extended
Weitere Begriffe,Takbirat al-ihram,Takbirat al-ihram,Takbiirat al-ihraam,/takbiːrat al.iħraːm/,extended
Weitere Begriffe,takbīrat al-iḥrām,takbīrat al-iḥrām,Takbiirat al-ihraam,/takbiːrat al.iħraːm/,extended
Weitere Begriffe,takbirat al-ihram,takbirat al-ihram,Takbiirat al-ihraam,/takbiːrat al.iħraːm/,extended
Fiqh & ʿIbādāt,Qiyām,Qiyām,Qiyaam,/qijaːm/,extended
Weitere Begriffe,Qiyam,Qiyam,Qiyaam,/qijaːm/,extended
Weitere Begriffe,qiyām,qiyām,Qiyaam,/qijaːm/,extended
Weitere Begriffe,qiyam,qiyam,Qiyaam,/qijaːm/,extended
Fiqh & ʿIbādāt,Rukūʿ,Rukūʿ,Rukuu-,/rukuːʕ/,extended
Weitere Begriffe,Ruku',Ruku',Rukuu-,/rukuːʕ/,extended
Weitere Begriffe,Ruku,Ruku,Rukuu-,/rukuːʕ/,extended
Weitere Begriffe,rukūʿ,rukūʿ,Rukuu-,/rukuːʕ/,extended
Weitere Begriffe,ruku',ruku',Rukuu-,/rukuːʕ/,extended
Weitere Begriffe,ruku,ruku,Rukuu-,/rukuːʕ/,extended
Fiqh & ʿIbādāt,Sujūd,Sujūd,Sujuud,/sujuːd/,extended
Weitere Begriffe,Sujud,Sujud,Sujuud,/sujuːd/,extended
Weitere Begriffe,sujūd,sujūd,Sujuud,/sujuːd/,extended
Weitere Begriffe,sujud,sujud,Sujuud,/sujuːd/,extended
Fiqh & ʿIbādāt,Saǧdah,Saǧdah,Sadschdah,/sad͡ʒdah/,extended
Weitere Begriffe,saǧdah,saǧdah,Sadschdah,/sad͡ʒdah/,extended
Fiqh & ʿIbādāt,Tašahhud,Tašahhud,Taschahhud,/taʃahhud/,extended
Weitere Begriffe,Tashahhud,Tashahhud,Taschahhud,/taʃahhud/,extended
Weitere Begriffe,tašahhud,tašahhud,Taschahhud,/taʃahhud/,extended
Weitere Begriffe,tashahhud,tashahhud,Taschahhud,/taʃahhud/,extended
Fiqh & ʿIbādāt,Taslīm,Taslīm,Tasliim,/tasliːm/,extended
Fiqh & ʿIbādāt,Taslim,Taslim,Tasliim,/tasliːm/,extended
Weitere Begriffe,taslīm,taslīm,Tasliim,/tasliːm/,extended
Weitere Begriffe,taslim,taslim,Tasliim,/tasliːm/,extended
Fiqh & ʿIbādāt,Imām,Imām,Imaam,/imaːm/,extended
Weitere Begriffe,Imam,Imam,Imaam,/imaːm/,extended
Weitere Begriffe,imām,imām,Imaam,/imaːm/,extended
Weitere Begriffe,imam,imam,Imaam,/imaːm/,extended
Fiqh & ʿIbādāt,Maʾmūm,Maʾmūm,Ma-muum,/maʔmuːm/,extended
Weitere Begriffe,Ma'mum,Ma'mum,Ma-muum,/maʔmuːm/,extended
Weitere Begriffe,Mamum,Mamum,Ma-muum,/maʔmuːm/,extended
Weitere Begriffe,maʾmūm,maʾmūm,Ma-muum,/maʔmuːm/,extended
Weitere Begriffe,ma'mum,ma'mum,Ma-muum,/maʔmuːm/,extended
Weitere Begriffe,mamum,mamum,Ma-muum,/maʔmuːm/,extended
Fiqh & ʿIbādāt,Ǧamāʿah,Ǧamāʿah,Dschamaa-ah,/d͡ʒamaːʕah/,extended
Weitere Begriffe,Jama'ah,Jama'ah,Dschamaa-ah,/d͡ʒamaːʕah/,extended
Weitere Begriffe,Jamaah,Jamaah,Dschamaa-ah,/d͡ʒamaːʕah/,extended
Weitere Begriffe,ǧamāʿah,ǧamāʿah,Dschamaa-ah,/d͡ʒamaːʕah/,extended
Weitere Begriffe,jama'ah,jama'ah,Dschamaa-ah,/d͡ʒamaːʕah/,extended
Weitere Begriffe,jamaah,jamaah,Dschamaa-ah,/d͡ʒamaːʕah/,extended
Fiqh & ʿIbādāt,Masǧid,Masǧid,Masdschid,/masd͡ʒid/,extended
Weitere Begriffe,Masjid,Masjid,Masdschid,/masd͡ʒid/,extended
Weitere Begriffe,masǧid,masǧid,Masdschid,/masd͡ʒid/,extended
Weitere Begriffe,masjid,masjid,Masdschid,/masd͡ʒid/,extended
Fiqh & ʿIbādāt,Miḥrāb,Miḥrāb,Mihraab,/miħraːb/,extended
Weitere Begriffe,Mihrab,Mihrab,Mihraab,/miħraːb/,extended
Weitere Begriffe,miḥrāb,miḥrāb,Mihraab,/miħraːb/,extended
Weitere Begriffe,mihrab,mihrab,Mihraab,/miħraːb/,extended
Fiqh & ʿIbādāt,Minbar,Minbar,Minbar,/minbar/,extended
Weitere Begriffe,minbar,minbar,Minbar,/minbar/,extended
Fiqh & ʿIbādāt,Qiblah,Qiblah,Qiblah,/qiblah/,extended
Weitere Begriffe,qiblah,qiblah,Qiblah,/qiblah/,extended
Fiqh & ʿIbādāt,Aḏān,Aḏān,Adhaan,/aðaːn/,extended
Weitere Begriffe,Adhan,Adhan,Adhaan,/aðaːn/,extended
Weitere Begriffe,aḏān,aḏān,Adhaan,/aðaːn/,extended
Weitere Begriffe,adhan,adhan,Adhaan,/aðaːn/,extended
Fiqh & ʿIbādāt,Iqāmah,Iqāmah,Iqaamah,/iqaːmah/,extended
Weitere Begriffe,Iqamah,Iqamah,Iqaamah,/iqaːmah/,extended
Weitere Begriffe,iqāmah,iqāmah,Iqaamah,/iqaːmah/,extended
Weitere Begriffe,iqamah,iqamah,Iqaamah,/iqaːmah/,extended
Fiqh & ʿIbādāt,Muʾaḏḏin,Muʾaḏḏin,Mu-adhdhin,/muʔaððin/,extended
Weitere Begriffe,Mu'adhdhin,Mu'adhdhin,Mu-adhdhin,/muʔaððin/,extended
Weitere Begriffe,Muadhdhin,Muadhdhin,Mu-adhdhin,/muʔaððin/,extended
Weitere Begriffe,muʾaḏḏin,muʾaḏḏin,Mu-adhdhin,/muʔaððin/,extended
Weitere Begriffe,mu'adhdhin,mu'adhdhin,Mu-adhdhin,/muʔaððin/,extended
Weitere Begriffe,muadhdhin,muadhdhin,Mu-adhdhin,/muʔaððin/,extended
Fiqh & ʿIbādāt,Ǧumuʿah,Ǧumuʿah,Dschumu-ah,/d͡ʒumuʕah/,extended
Weitere Begriffe,Jumu'ah,Jumu'ah,Dschumu-ah,/d͡ʒumuʕah/,extended
Weitere Begriffe,Jumuah,Jumuah,Dschumu-ah,/d͡ʒumuʕah/,extended
Weitere Begriffe,ǧumuʿah,ǧumuʿah,Dschumu-ah,/d͡ʒumuʕah/,extended
Weitere Begriffe,jumu'ah,jumu'ah,Dschumu-ah,/d͡ʒumuʕah/,extended
Weitere Begriffe,jumuah,jumuah,Dschumu-ah,/d͡ʒumuʕah/,extended
Fiqh & ʿIbādāt,Khuṭbah,Khuṭbah,Khutbah,/xutˤbah/,extended
Weitere Begriffe,Khutbah,Khutbah,Khutbah,/xutˤbah/,extended
Weitere Begriffe,khuṭbah,khuṭbah,Khutbah,/xutˤbah/,extended
Weitere Begriffe,khutbah,khutbah,Khutbah,/xutˤbah/,extended
Fiqh & ʿIbādāt,Zakāh,Zakāh,Zakaah,/zakaːh/,extended
Weitere Begriffe,Zakah,Zakah,Zakaah,/zakaːh/,extended
Weitere Begriffe,zakāh,zakāh,Zakaah,/zakaːh/,extended
Weitere Begriffe,zakah,zakah,Zakaah,/zakaːh/,extended
Fiqh & ʿIbādāt,Zakāt,Zakāt,Zakaat,/zakaːt/,extended
Weitere Begriffe,Zakat,Zakat,Zakaat,/zakaːt/,extended
Weitere Begriffe,zakāt,zakāt,Zakaat,/zakaːt/,extended
Weitere Begriffe,zakat,zakat,Zakaat,/zakaːt/,extended
Fiqh & ʿIbādāt,Ṣadaqah,Ṣadaqah,Sadaqah,/sˤadaqah/,extended
Weitere Begriffe,Sadaqah,Sadaqah,Sadaqah,/sˤadaqah/,extended
Weitere Begriffe,ṣadaqah,ṣadaqah,Sadaqah,/sˤadaqah/,extended
Weitere Begriffe,sadaqah,sadaqah,Sadaqah,/sˤadaqah/,extended
Fiqh & ʿIbādāt,Ṣadaqat al-fiṭr,Ṣadaqat al-fiṭr,Sadaqat al-fitr,/sˤadaqat al.fitˤr/,extended
Weitere Begriffe,Sadaqat al-fitr,Sadaqat al-fitr,Sadaqat al-fitr,/sˤadaqat al.fitˤr/,extended
Weitere Begriffe,ṣadaqat al-fiṭr,ṣadaqat al-fiṭr,Sadaqat al-fitr,/sˤadaqat al.fitˤr/,extended
Weitere Begriffe,sadaqat al-fitr,sadaqat al-fitr,Sadaqat al-fitr,/sˤadaqat al.fitˤr/,extended
Fiqh & ʿIbādāt,Zakāt al-fiṭr,Zakāt al-fiṭr,Zakaat al-fitr,/zakaːt al.fitˤr/,extended
Weitere Begriffe,Zakat al-fitr,Zakat al-fitr,Zakaat al-fitr,/zakaːt al.fitˤr/,extended
Weitere Begriffe,zakāt al-fiṭr,zakāt al-fiṭr,Zakaat al-fitr,/zakaːt al.fitˤr/,extended
Weitere Begriffe,zakat al-fitr,zakat al-fitr,Zakaat al-fitr,/zakaːt al.fitˤr/,extended
Fiqh & ʿIbādāt,Niṣāb,Niṣāb,Nisaab,/nisˤaːb/,extended
Weitere Begriffe,Nisab,Nisab,Nisaab,/nisˤaːb/,extended
Weitere Begriffe,niṣāb,niṣāb,Nisaab,/nisˤaːb/,extended
Weitere Begriffe,nisab,nisab,Nisaab,/nisˤaːb/,extended
